ID,Text_ro,Text_rom,ro,rmy
,,,"Atunci Isus i -a zis: ,,O, femeie, mare este credinţa Ta; facă-ţi-se cum voieşti.`` Şi fiica ei s'a tămăduit chiar în ceasul acela.","Antunchi O Jesus phendia lake, ""Zhuvlio, cho pachamos baro te kerdiolpe tuke so manges."" Ai strazo lake shei sastili."
,,,"Povăţuitori orbi, cari strecuraţi ţînţarul şi înghiţiţi cămila!","Tume korhe kai sikaven kavren! Tume arakhen tume kaste te na nakhaven tsintsari, numa e gemula nakhavel!"
,,,"La Efes, a venit un Iudeu numit Apolo, de neam din Alexandria. Omul acesta avea darul vorbirii şi era tare în Scripturi.","Iek Zhidovo kai busholas Apollos, wo kerdiilosas ande Alexandria, areslo ande Ephesus, kado manush delas duma mishto ai zhanelas mishto E Vorba le Devleski."
,,,"Am scris ceva Bisericii, dar Diotref, căruia îi place să aibă întîietatea între ei, nu vrea să ştie de noi.","Tradem andek lil xantsi divano kai khangeri, numa o Diotrephes, kai si leske drago te avel wo o mai baro mashkar lende chi mangel te premil ame."
,,,"Chiar în cortul acesta deci, gemem apăsaţi; nu că dorim să fim desbrăcaţi de trupul acesta, ci să fim îmbrăcaţi cu trupul celalt peste acesta, pentruca ce este muritor în noi, să fie înghiţit de viaţă.","Ke ame kai sam ande kado stato vachisaras ai nekezhime; na ke mangas te shudas amaro stato, numa mangas te las pe amende o stato o zhuvindo kai chi mai merel."
,,,"El le -a mai zis: ,,Nu înţelegeţi pilda aceasta? Cum veţi înţelege atunci toate celelalte pilde?``","O Jesus phushlia lenge, ""Chi haliaren kadia paramichi? Sar sai haliaren le kaver paramichi kai phenav tumenge?"
,,,"pentru aceştia, o mireasmă dela moarte spre moarte; pentru aceia, o mireasmă dela viaţă spre viaţă. Şi cine este deajuns pentru aceste lucruri?","Kodolenge kai xasavon, si iek sung martiaki kai mudarel; ai kodolenge kai si skepime, si iek sung traioski kai del o traio. Ai kon sai kerel kasavatar diela?"
,,,"De multă vreme voi vă închipuiţi că, vrem să ne apărăm înaintea voastră! Noi vorbim înaintea lui Dumnezeu în Hristos; şi toate aceste lucruri, le spunem, prea iubiţilor, pentru zidirea voastră.","Tume gindin de dumult ke ame rodas te chachuas angla tumende. Nichi! Ame das duma sar O Kristo mangel angla Del, ai ame phenas tumenge sa kadala dieli, murhe kuchi vortacha, te bariol tumaro pachamos."
,,,"pentruca, în Numele lui Isus, să se plece orice genunchi al celor din ceruri, de pe pămînt şi de supt pămînt,","Saxke ando luvudimos le anaveske le Jesusosko, sa le manush kai si ando rhaio, ai pe phuv, ai telai phuv dela changa angla leste."
,,,"Toţi au acelaş gînd, şi dau fiarei puterea şi stăpînirea lor.",Won chiden andek than ai savorhe anda lende phenen te den e putiera ka o lolo zhungalo zhigeni.
,,,"Dar Iudeii s'au împotrivit, şi am fost silit să cer să fiu judecat de Cezar, fără să am dealtfel niciun gînd să pîrăsc neamul meu.","Numa savon mangenas te mudaren ma, le Zhiduvuria; ai antunchi musai sas mange te akharav le amperatos o Caesar, ai chi tradem chi iek chorhi viasta pa kodo narodo."
,,,"A doua zi, am ajuns la Sidon; şi Iuliu, care se purta omenos cu Pavel, i -a dat voie să meargă pe la prietenii săi, şi să fie îngrijit de ei.","Pe terharin aresliam ando Sidon. O Julius kai kerelas mishtimasa le Pavlo meklia les te zhal te dikhel peske vortakon, ai te lel lendar so trobul le."
,,,"După aceea S'a arătat la peste cinci sute de fraţi deodată, dintre cari cei mai mulţi sînt încă în viaţă, iar unii au adormit.","Porme sikadilo mai but de pansh shela phralen iek data, ai mai but anda lende inker zhuvinde le, ai uni mule."
,,,"Dar Zacheu a stătut înaintea Domnului, şi I -a zis: ,,Iată, Doamne, jumătate din avuţia mea o dau săracilor; şi, dacă am năpăstuit pe cineva cu ceva, îi dau înapoi împătrit.``","O Zacchaeus angla Jesus sa, ai phendia le Devleske, ""Ashun Devla! Dav dopash anda murho barvalimos kal chorhe; ai te lem katar vari kon ande vari soste, dava les shtarvar mai but."""
,,,"Locul din Scriptură, pe care -l citea, era acesta: ,,El a fost dus ca o oaie la tăiere; şi, ca un miel fără glas înaintea celui ce -l tunde, aşa nu Şi -a deschis gura;","Ai eta, so jinelas ande Vorba le Devleski, angerde les sar iek bakriorho kai ingeren les te mudaren les; wo sas sar iek vitselo kai chi mothol kanch angla kuko kai rhandel le bal pa leste, chi phuterdia vov si o mui."
,,,Harul să fie cu voi cu toţi! Amin,Te avel tume savorhen o mishtimos le Devlesko.
,,,"Cît pentru fratele Apolo, l-am rugat mult să vină la voi cu fraţii, dar n'a voit nicidecum să vină acum; va veni însă cînd va avea înlesnire.","So si anda phral o Apollos, thodem but zor pe leste te zhal tumende le phralensa: numa chaches na leske voia te kerel kadia akana. Te avela kana moladiola."
,,,"După aceea, Isus străbătea Galilea; nu voia să stea în Iudea, pentrucă Iudeii căutau să -L omoare.","Pala kodia O Jesus phiradia ande Galilee; ke chi mangel te phirel ande Judea, ke le Zhiduvuria rodenas te mudaren les."
,,,"De asemenea, şi firea aşteaptă cu o dorinţă înfocată descoperirea fiilor lui Dumnezeu.",Sai e lumia azhukerel sar mai sigo e vriama kai O Del sikavela peske shaven.
,,,"Ajunşi lîngă Misia, se pregăteau să intre în Bitinia; dar Duhul lui Isus nu le -a dat voie.","Kana aresle ande Mysia, mangle te zhan ande Bithynia, numa O Swunto Duxo le Kristosko chi manglia."
,,,"Am trimes totuş pe fraţi, pentruca lauda noastră cu voi să nu fie nimicită cu prilejul acesta, ci să fiţi gata, cum am spus.","Tradav tumenge kadala phralen, saxke o luvudimos kai kerdiam pa tumende ande kadia diela te na rimolpe, mangav te aven chaches gata sar phendem."
,,,"Eu sînt Alfa şi Omega, Cel dintîi şi Cel de pe urmă, Începutul şi Sfîrşitul.","Me sim o ""A"" ai o ""Z"", o ""de anda gor"" ai o ""zhando gor"", o Pervo ai o Paluno."
,,,"Dar dacă le fac, chiar dacă nu Mă credeţi pe Mine, credeţi măcar lucrările acestea, ca să ajungeţi să cunoaşteţi şi să ştiţi că Tatăl este în Mine şi Eu sînt în Tatăl.``","Numa te kerava le, makar tume chi pachan ma, pachan ma pala murhe buchia kai kerav, kaste te sai zhanen, ai pachan, ke O Dat si ande mande, ai me sim ando Dat."""
,,,"Ei opresc căsătoria şi întrebuinţarea bucatelor, pe cari Dumnezeu le -a făcut ca să fie luate cu mulţămiri de către ceice cred şi cunosc adevărul.","Kodola manush sicharen ke nai mishto te ansuris tu, ai te na xas anda uni dieli. Numa O Del dia kodola dieli kal manush kai pachanpe ando Del, ai kai zhanen o chachimos."
,,,"Vă voi arăta cu cine se aseamănă orice om care vine la Mine, aude cuvintele Mele, şi le face.","Sikavava tumenge pe kaste miazol, swako manush kai avel mande ashunel murhe vorbi ai kerel le."
,,,"Astfel dar, deoarece copiii sînt părtaşi sîngelui şi cărnii, tot aşa şi El însuş a fost deopotrivă părtaş la ele, pentruca, prin moarte, să nimicească pe cel ce are puterea morţii, adică pe diavolul,","Saikfielo Dat si ame le Jesusosa. Ai si ame saikfielo stato ai rat sar O Jesus, ke O Jesus kerdilo ek manush sar ame. Wo mulo sar ame trobul te meras. Pala leski martia Wo pharhadia e putiera le bengeski kai sas les e putiera le martiaki."
,,,"De aceea am fost mîngîiaţi. Dar, pe lîngă mîngîierea aceasta a noastră, ne-am bucurat şi mai mult de bucuria lui Tit, al cărui duh a fost răcorit de voi toţi.","Pala kodia liam zor. Chi liam ferdi zor, numa amaro raduimos mai baro sas, kana dikhliam sode o Titus raduime sas, kana tume savorhe pechisardian les."
,,,",,Ah! Ce avem noi a face cu Tine, Isuse din Nazaret? Ai venit să ne prăpădeşti? Te ştiu cine eşti: Sfîntul lui Dumnezeu.``","""So manges amendar, Jesus andai Nazareth? Tu avilian te mudares ame? Zhanav mishto ke O Swunto san kai si tradino karar O Del!"""
,,,"Au plecat de acolo, şi au trecut prin Galilea. Isus nu voia să ştie nimeni că trece.","O Jesus ai leske disipluria gele kotsar, ai nakhle pasha Galilee; O Jesus chi mangelas vari kon te zhanel kai sas wo,"
,,,"căci toţi ceilalţi au aruncat din prisosul lor, dar ea, din sărăcia ei, a aruncat tot ce avea, tot ce -i mai rămăsese ca să trăiască.``","Ke le barvale dine katar le but love kai sas le, numa woi dia so godi sas la te traiil."""
,,,"Şi toţi Îl vorbeau de bine, se mirau de cuvintele pline de har, cari ieşiau din gura Lui, şi ziceau: ,,Oare nu este acesta feciorul lui Iosif?``",Savorhe raduimesas karing O Jesus ai chudinaspe andal shukar vorbi kai motholas.
,,,",,Toate aceste lucruri Ţi le voi da Ţie, dacă Te vei arunca cu faţa la pămînt şi Te vei închina mie.``","Ai phendia leske, ""Dava tu sa kadala te thosa tu ande changende te preznais ai te luvudis man."""
,,,"S'a dat jos din corabie în Cezarea, s'a suit la Ierusalim, şi, dupăce a urat de bine Bisericii, s'a pogorît în Antiohia.","Kana areslo ande Caesarea, gelo ande Jerusalem, ai kotse gelo kai khangeri te dikhel le phralen, porme gelotar ando Antioch. Kana beshlo xantsi vriama ando Antioch, gelotar, ai zhalas karing e Galatia ai e Phrygia, ai kotse delas zor ando anav le Devlesko le disiplon kai sas kotse."
,,,"El a mai zis: ,,Cu ce vom asemăna Împărăţia lui Dumnezeu, sau prin ce pildă o vom înfăţişa?","O Jesus phendia, ""Pe soste miazol e amperetsia le Devleski? Vai savi paramichi sai phenav tumenge te haliaren mishto?"
,,,"Duceţi-vă şi faceţi ucenici din toate neamurile, botezîndu -i în Numele Tatălui şi al Fiului şi al Sfîntului Duh.","Anda kodia, zhan ai keren disipluria anda sa le thema, bolen le ando anav le Dadesko, le Shavesko, ai le Swuntone Duxosko."
,,,"Ei cercetau să vadă ce vreme şi ce împrejurări avea în vedere Duhul lui Hristos, care era în ei, cînd vestea mai dinainte patimile lui Hristos şi slava de care aveau să fie urmate.","Ai won rodenas te zhanen kana, ai so kerdiola kana o dies le skepimasko avela, ke O Swunto Duxho kai sas ande lende motholas lenge pa skepimos, ke O Swunto Duxo motholas lenge mai anglal o chino kai avela le Kristos, ai o luvudimos pala kodia."
,,,",,Nicidecum, Doamne``, a răspuns Petru. ,,Căci niciodată n'am mîncat ceva spurcat sau necurat.``","Numa o Petri phendia, ""Nichi, Devla, ke shoxar chi xalem vari so kai si bi vuzho vai marime."""
,,,Domnul a aflat că Fariseii au auzit că El face şi botează mai mulţi ucenici decît Ioan.,Le Farizeanuria ashunde ke O Jesus kerelas ai bolelas mai but disipluria de sar o Iovano.
,,,"Ştii poruncile: ,Să nu preacurveşti; să nu ucizi; să nu furi; să nu faci o mărturisire mincinoasă; să cinsteşti pe tatăl tău şi pe mama ta.``","Zhanes le zakonuria, ""Na ker kurvia, na mudar, na chor, na xoxav, preznaisar che dades ai cha da."""
,,,"Căci firea a fost supusă deşertăciunii-nu de voie, ci din pricina celui ce a supus -o-cu nădejdea însă,","Ke e lumia sas thodini kal dieli kai chi mon kanch, na ke won mangle, numa ke O Del manglia kadia. Numa sai azhukeren vari so."
,,,"să fie cumpătate, cu viaţa curată, să-şi vadă de treburile casei, să fie bune, supuse bărbaţilor lor, pentruca să nu se vorbească de rău Cuvîntul lui Dumnezeu.","ai te aven lashia, ai vuzhia, ai te len sama mishto katar penge khera, ai te lenpe pala penge rhom, saxke te na mothol khonik nasul pai Vorba le Devleski."
,,,"nici scorţişoara, nici mirodeniile, nici miroznele, nici mirul, nici tămîia, nici vinul, nici untdelemnul, nici făina bună de tot, nici grîul, nici boii, nici oile, nici caii, nici căruţele, nici robii, nici sufletele oamenilor.","Won bichinde duxi, ai piperia, ai draba, ai mol, ai vuloi le maslinenge, ai arho, ai jiv, ai gurumlia, ai bakre, ai gras, ai vurdona, ai slugi, ai le duxuria le manushenge."
,,,"Cînd au auzit ei aceste vorbe, au intrat dis de dimineaţă în Templu, şi au început să înveţe pe norod. Marele preot şi cei ce erau cu el, au venit pe neaşteptate, au adunat Soborul şi pe toată bătrînimea fiilor lui Israel, şi au trimes la temniţă să aducă pe apostoli.","Kana o Petri ai o Iovano ashunde kodia, de diminiatsi gele le ande tampla, ai sicharenas le narodos.O baro rashai ai kodola sas lesa avile, ai chide le mai phuren ai sa le bare pel Zhiduvuria te den duma, porme trade ketanen le apostlonge katar e temnitsa."
,,,"Sînteţi aşa de nechibzuiţi? După ce aţi început prin Duhul, vreţi acum să sfîrşiţi prin firea pămîntească?","Sar sai aven kadia dzile ! Tume nachinaisardian le Devleske swuntsone Duxosa, ai akana mangen te geton tumare zorasa?"
,,,"Şi dacă sufere un mădular, toate mădularele sufăr împreună cu el; dacă este preţuit un mădular, toate mădularele se bucură împreună cu el.","Ai te lava iek kotor, sa kotora dukhal les, lesa andek than ke iek kotor si ando rhindo, vi le kaver kotora raduin pe lesa."
,,,"Sau, dacă -i cere un peşte, să -i dea un şarpe?","Vai te del les sap, te mangela lestar masho?"
,,,"Le -a poruncit să nu ia nimic cu ei pe drum decît un toiag; să n'aibă nici pîne, nici traistă, nici bani de aramă la brîu;","Ai phendia lenge, ""Na len khanchi tumensa po drom kai zhan, ferdi iek rovli; na len gono, vai manrho, vai love ande tumare posucha;"
,,,"Şi toate lucrurile acestea sînt dela Dumnezeu, care ne -a împăcat cu El prin Isus Hristos, şi ne -a încredinţat slujba împăcării;","Ai sa kodia avel katar O Del, kai chidia ame pale pesa katar O Kristo, ai kai dia ame e buchi, saxke te mothas le kolavrenge te chidenpe pasha Del."
,,,"Dar cine aude şi nu face, se aseamănă cu un om, care a zidit o casă pe pămînt, fără temelie. Şi s'a năpustit şivoiul asupra ei, ea s'a prăbuşit îndată, şi prăbuşirea acestei case a fost mare.``","Numa kodo kai ashunel ai chi kerel so mothav, wo si sar iek manush kai kerdia iek kher pe phuv, bi fundaniako, o pai avilo pe kodo kher ai kodo kher pelo, ai chi mai arashilia kanch."
,,,"Îngerul, al şaptelea a sunat din trîmbiţă. Şi în cer s'au auzit glasuri puternice, cari ziceau: ,,Împărăţia lumii a trecut în mînile Domnului nostru şi ale Hristosului Său. Şi El va împărăţi în vecii vecilor.``","O eftato angelo phurdia leski tuturaza. Sas zurale glasuria ando rhaio phenenas, ""E amperetsia la lumiaki sas kerdili e amperetsia amaro Devlesko ai Lesko Kristo, ai Wo poronchil sa data ai sagda."""
,,,"Şi priveliştea aceea era aşa de înfricoşătoare încît Moise a zis: ,,Sînt îngrozit şi tremur!``).","Ai so o Moses dikhlia sas kadia trutno kai phendia, ""Me sim pherdo darasa ai izdraimasa."""
,,,"Voi sînteţi aceia, cari aţi rămas necontenit cu Mine în încercările Mele.",Tume san kodola kai rhevdisardian mansa kana avilo zumaimos pe mande.
,,,"Fata a ieşit afară, şi a zis mamei sale: ,,Ce să cer? Şi mamă-sa i -a răspuns: ,,Capul lui Ioan Botezătorul.``","Woi geli kai laki dei, ai phendia lake, ""So sai phushav lestar?"" Ai laki dei phendia, ""O shero le Iovanosko o baptisto."""
,,,"Isus Şi -a ridicat ochii, şi a văzut pe nişte bogaţi cari îşi aruncau darurile în vistierie.","O Jesus vazdia le iakha, ai dikhlia le barvale manushen thonas penge love ande gono ande tampla."
,,,",Şi tu, Betleeme, ţara lui Iuda, nu eşti nici de cum cea mai neînsemnată dintre căpeteniile lui Iuda; căci din tine va ieşi o Căpetenie, care va fi Păstorul poporului Meu Israel.``","Ai tu Bethlehem, phuv anda Judea, chi san e mai tsigni andal gazdi andai Judea; ke tutar avela iek gazda kai avela o pastuxo murho narodoske Israel.'"""
,,,"Dacă -L lăsăm aşa, toţi vor crede în El, şi vor veni Romanii şi ne vor nimici şi locul nostru şi neamul.``","Te mekasa les te kerel, savorhe pachanpe ande leste; ai le Romanuria avena ai pharhaven amari tampla ai amaro them!"""
,,,"El le -a luat, şi a mîncat înaintea lor.",Lia ai xalia angla lende.
,,,"A venit o femeie din Samaria să scoată apă. ,,Dă-Mi să beau``, i -a zis Isus.","Iek zhuvli andai Samaria avilo te lel pai; O Jesus phenel lake, ""De ma pai te piiav."""
,,,Alţii sînt cei înfăţişaţi prin sămînţa căzută între spini; aceştia sînt cei ce aud Cuvîntul;,E sumuntsa kai sas shudini mashkar le kanrhe si sar le manush kai ashunde E Vorba le Devleski.
,,,"Căci David nu s'a suit în ceruri, ci el singur zice: ,,Domnul a zis Domnului meu: ,Şezi la dreapta Mea,","Ke o David chi gelo ando cheri, numa wo mothol, ""O Del phendia murhe Devleske, besh pe murhi rik e chachi,"
,,,"Căutaţi mai întîi Împărăţia lui Dumnezeu şi neprihănirea Lui, şi toate aceste lucruri vi se vor da pe deasupra.","Rode mai anglal e amperetsia le Devleski, ai so si vorta angla Del; ai O Del, dela tume sa kodola dieli opral."
,,,"Presbiterul (Sau: bătrînul.) către aleasa Doamnă şi către copiii ei, pe cari -i iubesc în adevăr-şi nu numai eu, ci toţi cei ce cunosc adevărul, -","Katar o mai phuro kai kerel buchi ande khangeri ramol kai zhuvlia kai sas alome katar O Del ai ka lake shave, kai si mange defial drago. Chi san ferdi mange drago, numa sa kodolenge kai zhanen o chachimos."
